compound,modifier,head,frequency_class
Behandlungsansatz,Behandlung,Ansatz,16.0
Behandlungsart,Behandlung,Art,17.0
Behandlungsbedarf,Behandlung,Bedarf,15.0
Behandlungsbeginn,Behandlung,Beginn,15.0
Behandlungschance,Behandlung,Chance,
Behandlungsdauer,Behandlung,Dauer,16.0
Behandlungseinrichtung,Behandlung,Einrichtung,
Behandlungsende,Behandlung,Ende,
Behandlungserfolg,Behandlung,Erfolg,15.0
Behandlungsergebnis,Behandlung,Ergebnis,16.0
Behandlungsfall,Behandlung,Fall,16.0
Behandlungsfehler,Behandlung,Fehler,15.0
Behandlungsform,Behandlung,Form,16.0
Behandlungsgut,Behandlung,Gut,
Behandlungskonzept,Behandlung,Konzept,15.0
Behandlungskosten,Behandlung,Kosten,14.0
Behandlungslösung,Behandlung,Lösung,
Behandlungsmaßnahme,Behandlung,Maßnahme,19.0
Behandlungsmethode,Behandlung,Methode,15.0
Behandlungsmöglichkeit,Behandlung,Möglichkeit,17.0
Behandlungspflege,Behandlung,Pflege,15.0
Behandlungsplan,Behandlung,Plan,15.0
Behandlungsplatz,Behandlung,Platz,
Behandlungsraum,Behandlung,Raum,18.0
Behandlungssituation,Behandlung,Situation,17.0
Behandlungsstrategie,Behandlung,Strategie,17.0
Behandlungsstuhl,Behandlung,Stuhl,19.0
Behandlungstag,Behandlung,Tag,15.0
Behandlungstechnik,Behandlung,Technik,18.0
Behandlungstermin,Behandlung,Termin,17.0
Behandlungsunterlagen,Behandlung,Unterlagen,19.0
Behandlungsverfahren,Behandlung,Verfahren,15.0
Behandlungsverlauf,Behandlung,Verlauf,18.0
Behandlungsversuch,Behandlung,Versuch,17.0
Behandlungsvertrag,Behandlung,Vertrag,15.0
Behandlungsweise,Behandlung,Weise,19.0
Behandlungszeit,Behandlung,Zeit,18.0
Behandlungszentrum,Behandlung,Zentrum,17.0
Behandlungsziel,Behandlung,Ziel,16.0
Behandlungszimmer,Behandlung,Zimmer,16.0
Behandlungszyklus,Behandlung,Zyklus,17.0
Beharrungskraft,Beharrung,Kraft,
Beharrungsvermögen,Beharrung,Vermögen,17.0
Behelfsausfahrt,Behelf,Ausfahrt,
Behelfsbau,Behelf,Bau,
Behelfsbrücke,Behelf,Brücke,17.0
Behelfsheim,Behelf,Heim,
Behelfslösung,Behelf,Lösung,
Behelfsmaske,Behelf,Maske,19.0
Behelfsmundschutz,Behelf,Mundschutz,19.0
Behelfssprache,Behelf,Sprache,
Behelfsunterkunft,Behelf,Unterkunft,
Beherbergungsbetrieb,Beherbergung,Betrieb,17.0
Beherbergungsverbot,Beherbergung,Verbot,17.0
Beherrschungsvertrag,Beherrschung,Vertrag,19.0
Behindertenarbeit,Behinderte,Arbeit,16.0
Behindertenausweis,Behinderte,Ausweis,16.0
Behindertenbeauftragte,Behinderte,Beauftragte,14.0
Behindertenbeauftragter,Behinderte,Beauftragter,16.0
Behindertenbetreuung,Behinderte,Betreuung,
Behindertenbewegung,Behinderte,Bewegung,16.0
Behinderteneinrichtung,Behinderte,Einrichtung,17.0
Behindertenfahrdienst,Behinderte,Fahrdienst,18.0
Behindertenfahrzeug,Behinderte,Fahrzeug,
Behindertengleichstellung,Behinderte,Gleichstellung,
Behindertengleichstellungsgesetz,Behindertengleichstellung,Gesetz,14.0
Behindertengruppe,Behinderte,Gruppe,
Behindertenheim,Behinderte,Heim,
Behindertenhilfe,Behinderte,Hilfe,13.0
Behindertenorganisation,Behinderte,Organisation,
Behindertenparkplatz,Behinderte,Parkplatz,16.0
Behindertenpflege,Behinderte,Pflege,
Behindertenpolitik,Behinderte,Politik,14.0
Behindertenpädagogik,Behinderte,Pädagogik,17.0
Behindertensport,Behinderte,Sport,15.0
Behindertensportler,Behinderte,Sportler,19.0
Behindertensportverband,Behinderte,Sportverband,14.0
Behindertentoilette,Behinderte,Toilette,16.0
Behindertentransport,Behinderte,Transport,
Behindertenverband,Behinderte,Verband,17.0
Behindertenwerkstätte,Behinderte,Werkstätte,
Behindertenwohnheim,Behinderte,Wohnheim,
Behindertenzentrum,Behinderte,Zentrum,
Behinderungsgrad,Behinderung,Grad,18.0
Behälterdeckel,Behälter,Deckel,
Behälterglas,Behälter,Glas,
Behördenangabe,Behörde,Angabe,
Behördenangelegenheit,Behörde,Angelegenheit,
Behördenapparat,Behörde,Apparat,
Behördenchef,Behörde,Chef,
Behördendeutsch,Behörde,Deutsch,
Behördengang,Behörde,Gang,16.0
Behördenkontakt,Behörde,Kontakt,
Behördenkram,Behörde,Kram,
Behördenleiter,Behörde,Leiter,15.0
Behördenleitung,Behörde,Leitung,15.0
Behördenmitarbeiter,Behörde,Mitarbeiter,17.0
Behördenmitglied,Behörde,Mitglied,
Behördenschreiben,Behörde,Schreiben,
Behördenseite,Behörde,Seite,
Behördensprache,Behörde,Sprache,
Behördensprecher,Behörde,Sprecher,19.0
Behördenstruktur,Behörde,Struktur,19.0
Behördenverkehr,Behörde,Verkehr,
Behördenvertreter,Behörde,Vertreter,
Behördenweg,Behörde,Weg,
Behördenwillkür,Behörde,Willkür,19.0
Behördenzentrum,Behörde,Zentrum,19.0
Beiblatt,bei,Blatt,16.0
Beiboot,bei,Boot,18.0
Beichtgeheimnis,Beichte,Geheimnis,16.0
Beichtgespräch,Beichte,Gespräch,19.0
Beichtstuhl,Beichte,Stuhl,16.0
Beichtvater,Beichte,Vater,
Beifach,bei,Fach,16.0
Beifahrer,bei,Fahrer,15.0
Beifahrerairbag,Beifahrer,Airbag,
Beifahrerfenster,Beifahrer,Fenster,
Beifahrerseite,Beifahrer,Seite,17.0
Beifahrersitz,Beifahrer,Sitz,17.0
Beifahrertür,Beifahrer,Tür,19.0
Beifallsbekundung,Beifall,Bekundung,
Beifallsruf,Beifall,Ruf,
Beifallssturm,Beifall,Sturm,
Beifang,bei,Fang,17.0
Beifund,bei,Fund,
Beifußspanner,Beifuß,Spanner,
Beigeschmack,bei,Geschmack,17.0
Beiheft,bei,Heft,16.0
Beihilfe,bei,Hilfe,12.0
Beihilferegelung,Beihilfe,Regelung,
Beihilfevorschrift,Beihilfe,Vorschrift,19.0
Beiklang,bei,Klang,
Beikoch,bei,Koch,19.0
Beikost,bei,Kost,16.0
Beilagenhinweis,Beilage,Hinweis,
Beileid,bei,Leid,15.0
Beileidsbekundung,Beileid,Bekundung,19.0
Beileidsbrief,Beileid,Brief,
Beileidsschreiben,Beileid,Schreiben,
Beilklinge,Beil,Klinge,
Beilstein,Beil,Stein,18.0
Beinahekatastrophe,beinahe,Katastrophe,
Beinaheunfall,beinahe,Unfall,
Beinahezusammenstoß,beinahe,Zusammenstoß,
Beiname,bei,Name,18.0
Beinamputation,Bein,Amputation,
Beinarbeit,Bein,Arbeit,
Beinausschnitt,Bein,Ausschnitt,
Beinbehaarung,Bein,Behaarung,
Beinbewegung,Bein,Bewegung,19.0
Beinbrech,Bein,Brech,
Beinbruch,Bein,Bruch,16.0
Beinfreiheit,Bein,Freiheit,17.0
Beinhaar,Bein,Haar,
Beinhaltung,Bein,Haltung,
Beinhaus,Bein,Haus,
Beinkleid,Bein,Kleid,
Beinknochen,Bein,Knochen,
Beinkraft,Bein,Kraft,19.0
Beinleiden,Bein,Leiden,
Beinlänge,Bein,Länge,
Beinmuskel,Bein,Muskel,
Beinmuskulatur,Bein,Muskulatur,18.0
Beinnerv,Bein,Nerv,
Beinpaar,Bein,Paar,
Beinprothese,Bein,Prothese,
Beinschere,Bein,Schere,
Beinschiene,Bein,Schiene,19.0
Beinschlag,Bein,Schlag,17.0
Beinschmerz,Bein,Schmerz,
Beinschoner,Bein,Schoner,
Beinschuss,Bein,Schuss,
Beinstellung,Bein,Stellung,
Beintastler,Bein,Tastler,
Beinvene,Bein,Vene,
Beinverletzung,Bein,Verletzung,
Beipackzettel,Beipack,Zettel,14.0
Beiprodukt,bei,Produkt,
Beiprogramm,bei,Programm,
Beirat,bei,Rat,11.0
Beiratsmitglied,Beirat,Mitglied,17.0
Beiratssitzung,Beirat,Sitzung,16.0
Beiratsvorsitzende,Beirat,Vorsitzende,
Beiratsvorsitzender,Beirat,Vorsitzender,17.0
Beischrift,bei,Schrift,
Beisetzungsfeierlichkeit,Beisetzung,Feierlichkeit,
Beispielbild,Beispiel,Bild,19.0
Beispielcharakter,Beispiel,Charakter,18.0
Beispielfall,Beispiel,Fall,17.0
Beispielrechnung,Beispiel,Rechnung,16.0
Beispielsammlung,Beispiel,Sammlung,
Beispielsatz,Beispiel,Satz,
Beispieltext,Beispiel,Text,
Beistandspakt,Beistand,Pakt,
Beistandspflicht,Beistand,Pflicht,
Beistelltisch,beistellen,Tisch,18.0
Beistrich,bei,Strich,
Beitragsanhebung,Beitrag,Anhebung,
Beitragsanpassung,Beitrag,Anpassung,17.0
Beitragsanteil,Beitrag,Anteil,16.0
Beitragsaufkommen,Beitrag,Aufkommen,
Beitragsbelastung,Beitrag,Belastung,19.0
Beitragsbemessung,Beitrag,Bemessung,17.0
Beitragsbemessungsgrenze,Beitragsbemessung,Grenze,14.0
Beitragsberechnung,Beitrag,Berechnung,15.0
Beitragsbescheid,Beitrag,Bescheid,17.0
Beitragsbuchhaltung,Beitrag,Buchhaltung,
Beitragsdifferenz,Beitrag,Differenz,
Beitragseingang,Beitrag,Eingang,
Beitragseinnahme,Beitrag,Einnahme,
Beitragseinzug,Beitrag,Einzug,16.0
Beitragsentwicklung,Beitrag,Entwicklung,
Beitragserhebung,Beitrag,Erhebung,18.0
Beitragserhöhung,Beitrag,Erhöhung,16.0
Beitragserstattung,Beitrag,Erstattung,17.0
Beitragsexplosion,Beitrag,Explosion,
Beitragsfinanzierung,Beitrag,Finanzierung,
Beitragsfreistellung,Beitrag,Freistellung,17.0
Beitragsgeld,Beitrag,Geld,
Beitragsgerechtigkeit,Beitrag,Gerechtigkeit,17.0
Beitragsgestaltung,Beitrag,Gestaltung,18.0
Beitragshöhe,Beitrag,Höhe,15.0
Beitragsjahr,Beitrag,Jahr,16.0
Beitragskalkulation,Beitrag,Kalkulation,
Beitragskosten,Beitrag,Kosten,17.0
Beitragsniveau,Beitrag,Niveau,
Beitragsordnung,Beitrag,Ordnung,15.0
Beitragspflicht,Beitrag,Pflicht,14.0
Beitragsrechnung,Beitrag,Rechnung,17.0
Beitragsrecht,Beitrag,Recht,19.0
Beitragsrückerstattung,Beitrag,Rückerstattung,17.0
Beitragsrückzahlung,Beitrag,Rückzahlung,
Beitragssatz,Beitrag,Satz,13.0
Beitragssatzsicherung,Beitragssatz,Sicherung,
Beitragssatzsicherungsgesetz,Beitragssatzsicherung,Gesetz,19.0
Beitragssatzstabilität,Beitragssatz,Stabilität,
Beitragssatzung,Beitrag,Satzung,16.0
Beitragsschuld,Beitrag,Schuld,18.0
Beitragssenkung,Beitrag,Senkung,19.0
Beitragsstabilität,Beitrag,Stabilität,
Beitragssteigerung,Beitrag,Steigerung,
Beitragssystem,Beitrag,System,18.0
Beitragsunterschied,Beitrag,Unterschied,
Beitragsvolumen,Beitrag,Volumen,
Beitragszahler,Beitrag,Zahler,15.0
Beitragszahlung,Beitrag,Zahlung,15.0
Beitragszuschuss,Beitrag,Zuschuss,16.0
Beitragsänderung,Beitrag,Änderung,
Beitrittsantrag,Beitritt,Antrag,19.0
Beitrittsdatum,Beitritt,Datum,
Beitrittserklärung,Beitritt,Erklärung,15.0
Beitrittsgebiet,Beitritt,Gebiet,17.0
Beitrittsgebühr,Beitritt,Gebühr,
Beitrittsgespräch,Beitritt,Gespräch,
Beitrittsgesuch,Beitritt,Gesuch,
Beitrittskandidat,Beitritt,Kandidat,19.0
Beitrittsland,Beitritt,Land,19.0
Beitrittsperspektive,Beitritt,Perspektive,
Beitrittsstaat,Beitritt,Staat,19.0
Beitrittstermin,Beitritt,Termin,
Beitrittsverhandlung,Beitritt,Verhandlung,
Beitrittsvertrag,Beitritt,Vertrag,
Beiwagen,bei,Wagen,18.0
Beiwerk,bei,Werk,16.0
Beiwort,bei,Wort,19.0
Beizeichen,bei,Zeichen,18.0
Beizjagd,Beize,Jagd,19.0
Beizmittel,Beize,Mittel,18.0
Beißkorb,beißen,Korb,
Beißring,beißen,Ring,
Beißwerkzeug,beißen,Werkzeug,
Beißzange,beißen,Zange,
Bekanntenkreis,Bekannte,Kreis,14.0
Bekanntheitsgrad,Bekanntheit,Grad,14.0
Bekanntmachungsblatt,Bekanntmachung,Blatt,
Bekanntsein,bekannt,Sein,
Bekehrungserlebnis,Bekehrung,Erlebnis,19.0
Bekehrungsversuch,Bekehrung,Versuch,
Bekennerbrief,Bekenner,Brief,
Bekennerschreiben,Bekenner,Schreiben,17.0
Bekenntnisgemeinschaft,Bekenntnis,Gemeinschaft,
Bekenntniskirche,Bekenntnis,Kirche,
Bekenntnisschrift,Bekenntnis,Schrift,
Bekenntnisschule,Bekenntnis,Schule,17.0
Bekleidungsbranche,Bekleidung,Branche,17.0
Bekleidungsfirma,Bekleidung,Firma,
Bekleidungsgeschäft,Bekleidung,Geschäft,18.0
Bekleidungshersteller,Bekleidung,Hersteller,
Bekleidungsindustrie,Bekleidung,Industrie,17.0
Bekleidungsladen,Bekleidung,Laden,
Bekleidungsstück,Bekleidung,Stück,
Bekleidungstechnik,Bekleidung,Technik,
Bekleidungsteil,Bekleidung,Teil,
Bekleidungsunternehmen,Bekleidung,Unternehmen,19.0
Bekleidungsvorschrift,Bekleidung,Vorschrift,
Bekleidungszubehör,Bekleidung,Zubehör,
Bekämpfungsmaßnahme,Bekämpfung,Maßnahme,
Bekämpfungsmethode,Bekämpfung,Methode,
Bekämpfungsmittel,Bekämpfung,Mittel,
Bekämpfungsstrategie,Bekämpfung,Strategie,
Beladeplan,beladen,Plan,19.0
Belagerungsarmee,Belagerung,Armee,
Belagerungsheer,Belagerung,Heer,
Belagerungsmaschine,Belagerung,Maschine,
Belagerungsring,Belagerung,Ring,
Belagerungstechnik,Belagerung,Technik,
Belagerungstruppe,Belagerung,Truppe,
Belagerungsturm,Belagerung,Turm,
Belagerungszeit,Belagerung,Zeit,
Belagerungszustand,Belagerung,Zustand,19.0
Belarussisch,bela,Russisch,
Belastbarkeitsgrenze,Belastbarkeit,Grenze,19.0
Belastungsfaktor,Belastung,Faktor,18.0
Belastungsgrad,Belastung,Grad,
Belastungsgrenze,Belastung,Grenze,14.0
Belastungsmaterial,Belastung,Material,
Belastungsprobe,Belastung,Probe,16.0
Belastungsreaktion,Belastung,Reaktion,19.0
Belastungssituation,Belastung,Situation,15.0
Belastungsstörung,Belastung,Störung,16.0
Belastungstest,Belastung,Test,17.0
Belastungswert,Belastung,Wert,19.0
Belastungszeuge,Belastung,Zeuge,
Belebtschlamm,belebt,Schlamm,
Belegarzt,belegen,Arzt,19.0
Belegbett,belegen,Bett,
Belegexemplar,Beleg,Exemplar,15.0
Belegmaterial,Beleg,Material,
Belegschaftsaktie,Belegschaft,Aktie,
Belegschaftsausflug,Belegschaft,Ausflug,
Belegschaftsmitglied,Belegschaft,Mitglied,
Belegschaftsstärke,Belegschaft,Stärke,
Belegschaftsversammlung,Belegschaft,Versammlung,
Belegschaftsvertreter,Belegschaft,Vertreter,
Belegstelle,Beleg,Stelle,
Belegstück,Beleg,Stück,
Belegungsbindung,Belegung,Bindung,17.0
Belegungsdichte,Belegung,Dichte,19.0
Belegungsplan,Belegung,Plan,
Belegungsrecht,Belegung,Recht,
Belegungszahl,Belegung,Zahl,17.0
Beleidigtsein,beleidigt,Sein,
Beleidigungsklage,Beleidigung,Klage,
Beleihungswert,Beleihung,Wert,16.0
Beleuchtungsanlage,Beleuchtung,Anlage,17.0
Beleuchtungsart,Beleuchtung,Art,
Beleuchtungsdecke,Beleuchtung,Decke,
Beleuchtungseffekt,Beleuchtung,Effekt,
Beleuchtungseinrichtung,Beleuchtung,Einrichtung,
Beleuchtungsgerät,Beleuchtung,Gerät,
Beleuchtungsglas,Beleuchtung,Glas,
Beleuchtungsindustrie,Beleuchtung,Industrie,
Beleuchtungskonzept,Beleuchtung,Konzept,19.0
Beleuchtungskörper,Beleuchtung,Körper,
Beleuchtungsmittel,Beleuchtung,Mittel,19.0
Beleuchtungsrequisit,Beleuchtung,Requisit,
Beleuchtungssituation,Beleuchtung,Situation,
Beleuchtungsstärke,Beleuchtung,Stärke,15.0
Beleuchtungssystem,Beleuchtung,System,19.0
Beleuchtungstechnik,Beleuchtung,Technik,16.0
Beleuchtungsverhältnisse,Beleuchtung,Verhältnisse,
Belichtungsautomatik,Belichtung,Automatik,
Belichtungsdauer,Belichtung,Dauer,
Belichtungskorrektur,Belichtung,Korrektur,19.0
Belichtungsmesser,Belichtung,Messer,19.0
Belichtungssteuerung,Belichtung,Steuerung,19.0
Belichtungszeit,Belichtung,Zeit,17.0
Beliebtheitsgrad,Beliebtheit,Grad,
Beliebtheitsskala,Beliebtheit,Skala,17.0
Belladonnalilie,Belladonna,Lilie,
Belohnungssystem,Belohnung,System,18.0
Belüftungsanlage,Belüftung,Anlage,19.0
Belüftungssystem,Belüftung,System,19.0
Belüftungsvorrichtung,Belüftung,Vorrichtung,
Bemessungsgrenze,Bemessung,Grenze,19.0
Bemessungsgrundlage,Bemessung,Grundlage,14.0
Benachrichtigungskarte,Benachrichtigung,Karte,19.0
Benachrichtigungspflicht,Benachrichtigung,Pflicht,
Benachteiligungsverbot,Benachteiligung,Verbot,16.0
Benediktenkraut,Benedikt,Kraut,
Benediktinerabtei,Benediktiner,Abtei,15.0
Benediktinerinnenkloster,Benediktinerin,Kloster,
Benediktinerkloster,Benediktiner,Kloster,17.0
Benediktinermönch,Benediktiner,Mönch,
Benediktinerorden,Benediktiner,Orden,19.0
Benediktinerpater,Benediktiner,Pater,19.0
Benediktinerregel,Benediktiner,Regel,
Benediktinerstift,Benediktiner,Stift,
Benefizabend,Benefiz,Abend,
Benefizaktion,Benefiz,Aktion,17.0
Benefizauktion,Benefiz,Auktion,
Benefizfußballspiel,Benefiz,Fußballspiel,
Benefizgala,Benefiz,Gala,
Benefizkonzert,Benefiz,Konzert,15.0
Benefizspiel,Benefiz,Spiel,18.0
Benefizveranstaltung,Benefiz,Veranstaltung,19.0
Beneluxland,Benelux,Land,
Beneluxländer,Benelux,Länder,
Beneluxstaat,Benelux,Staat,
Bengalkatze,Bengal,Katze,
Benimmregel,Benimm,Regel,18.0
Benutzeraccount,Benutzer,Account,17.0
Benutzerausweis,Benutzer,Ausweis,15.0
Benutzerbeitrag,Benutzer,Beitrag,
Benutzerbereich,Benutzer,Bereich,19.0
Benutzerdaten,Benutzer,Daten,14.0
Benutzerdiskussion,Benutzer,Diskussion,
Benutzerdiskussionsforum,Benutzer,Diskussionsforum,
Benutzereingabe,Benutzer,Eingabe,
Benutzereinstellung,Benutzer,Einstellung,
Benutzereinweisung,Benutzer,Einweisung,
Benutzerführung,Benutzer,Führung,15.0
Benutzergemeinschaft,Benutzer,Gemeinschaft,
Benutzerhandbuch,Benutzer,Handbuch,18.0
Benutzerinterface,Benutzer,Interface,
Benutzerkennung,Benutzer,Kennung,14.0
Benutzerkonto,Benutzer,Konto,11.0
Benutzerkreis,Benutzer,Kreis,18.0
Benutzername,Benutzer,Name,13.0
Benutzernamensraum,Benutzer,Namensraum,
Benutzeroberfläche,Benutzer,Oberfläche,13.0
Benutzerprofil,Benutzer,Profil,15.0
Benutzerraum,Benutzer,Raum,
Benutzerrecht,Benutzer,Recht,
Benutzerrechte,Benutzer,Rechte,18.0
Benutzerschnittstelle,Benutzer,Schnittstelle,15.0
Benutzerseite,Benutzer,Seite,19.0
Benutzersicht,Benutzer,Sicht,
Benutzersperrung,Benutzer,Sperrung,
Benutzersperrverfahren,Benutzer,Sperrverfahren,
Benutzersupport,Benutzer,Support,
Benutzerwunsch,Benutzer,Wunsch,
Benutzerzahl,Benutzer,Zahl,
Benutzungsgebühr,Benutzung,Gebühr,17.0
Benutzungsoberfläche,Benutzung,Oberfläche,
Benutzungsordnung,Benutzung,Ordnung,15.0
Benutzungspflicht,Benutzung,Pflicht,19.0
Benzaldehyd,Benzol,Aldehyd,
Benzamid,Benz,Amid,
Benzinauto,Benzin,Auto,
Benzindampf,Benzin,Dampf,
Benzindirekteinspritzung,Benzin,Direkteinspritzung,
Benzineinspritzung,Benzin,Einspritzung,
Benzingeld,Benzin,Geld,
Benzingeruch,Benzin,Geruch,
Benzingutschein,Benzin,Gutschein,
Benzinhahn,Benzin,Hahn,
Benzinkanister,Benzin,Kanister,19.0
Benzinkosten,Benzin,Kosten,17.0
Benzinkutsche,Benzin,Kutsche,
Benzinleitung,Benzin,Leitung,
Benzinmenge,Benzin,Menge,
Benzinmotor,Benzin,Motor,16.0
Benzinpreis,Benzin,Preis,18.0
Benzinpumpe,Benzin,Pumpe,
Benzinschlauch,Benzin,Schlauch,
Benzinsorte,Benzin,Sorte,
Benzinsteuer,Benzin,Steuer,
Benzintank,Benzin,Tank,18.0
Benzinverbrauch,Benzin,Verbrauch,17.0
Benzinversorgung,Benzin,Versorgung,19.0
Benzinzufuhr,Benzin,Zufuhr,
Benzoesäure,Benzoe,Säure,19.0
Benzylalkohol,Benzyl,Alkohol,19.0
Beobachtergruppe,Beobachter,Gruppe,
Beobachtermission,Beobachter,Mission,
Beobachterperspektive,Beobachter,Perspektive,
Beobachterposition,Beobachter,Position,
Beobachterrolle,Beobachter,Rolle,
Beobachterstatus,Beobachter,Status,
Beobachtungsaufgabe,Beobachtung,Aufgabe,
Beobachtungsballon,Beobachtung,Ballon,
Beobachtungsbedingungen,Beobachtung,Bedingungen,19.0
Beobachtungsbogen,Beobachtung,Bogen,
Beobachtungsdaten,Beobachtung,Daten,16.0
Beobachtungsdauer,Beobachtung,Dauer,
Beobachtungsergebnis,Beobachtung,Ergebnis,
Beobachtungsflugzeug,Beobachtung,Flugzeug,
Beobachtungsgabe,Beobachtung,Gabe,16.0
Beobachtungsgerät,Beobachtung,Gerät,
Beobachtungsinstrument,Beobachtung,Instrument,18.0
Beobachtungskuppel,Beobachtung,Kuppel,
Beobachtungsliste,Beobachtung,Liste,
Beobachtungsmaterial,Beobachtung,Material,
Beobachtungsmethode,Beobachtung,Methode,
Beobachtungsmöglichkeit,Beobachtung,Möglichkeit,
Beobachtungsobjekt,Beobachtung,Objekt,
Beobachtungsort,Beobachtung,Ort,
Beobachtungsphase,Beobachtung,Phase,18.0
Beobachtungsplattform,Beobachtung,Plattform,
Beobachtungsposten,Beobachtung,Posten,
Beobachtungsprogramm,Beobachtung,Programm,19.0
Beobachtungspunkt,Beobachtung,Punkt,
Beobachtungsraum,Beobachtung,Raum,19.0
Beobachtungsreihe,Beobachtung,Reihe,
Beobachtungssatellit,Beobachtung,Satellit,
Beobachtungssatz,Beobachtung,Satz,
Beobachtungsstand,Beobachtung,Stand,
Beobachtungsstation,Beobachtung,Station,19.0
Beobachtungsstelle,Beobachtung,Stelle,16.0
Beobachtungsturm,Beobachtung,Turm,
Beobachtungszeit,Beobachtung,Zeit,
Beobachtungszeitraum,Beobachtung,Zeitraum,15.0
Beraterfirma,Berater,Firma,19.0
Beraterfunktion,Berater,Funktion,19.0
Beratergremium,Berater,Gremium,19.0
Beratergruppe,Berater,Gruppe,18.0
Beraterkreis,Berater,Kreis,
Beraterrolle,Berater,Rolle,19.0
Beraterstab,Berater,Stab,19.0
Beraterstatus,Berater,Status,
Beraterteam,Berater,Team,17.0
Beratertätigkeit,Berater,Tätigkeit,
Beratervertrag,Berater,Vertrag,
Beratungsagentur,Beratung,Agentur,19.0
Beratungsalltag,Beratung,Alltag,17.0
Beratungsangebot,Beratung,Angebot,12.0
Beratungsarbeit,Beratung,Arbeit,14.0
Beratungsaufgabe,Beratung,Aufgabe,
Beratungsauftrag,Beratung,Auftrag,17.0
Beratungsaufwand,Beratung,Aufwand,
Beratungsausschuss,Beratung,Ausschuss,
Beratungsbedarf,Beratung,Bedarf,14.0
Beratungsbüro,Beratung,Büro,17.0
Beratungsdienst,Beratung,Dienst,17.0
Beratungseinrichtung,Beratung,Einrichtung,17.0
Beratungsergebnis,Beratung,Ergebnis,
Beratungsfall,Beratung,Fall,
Beratungsfehler,Beratung,Bereich,
Beratungsfirma,Beratung,Firma,19.0
Beratungsgebühr,Beratung,Gebühr,19.0
Beratungsgegenstand,Beratung,Gegenstand,17.0
Beratungsgeschäft,Beratung,Geschäft,
Beratungsgesellschaft,Beratung,Gesellschaft,16.0
Beratungsgespräch,Beratung,Gespräch,12.0
Beratungsgremium,Beratung,Gremium,15.0
Beratungsgrundlage,Beratung,Grundlage,19.0
Beratungsgruppe,Beratung,Gruppe,17.0
Beratungshilfe,Beratung,Hilfe,15.0
Beratungshonorar,Beratung,Honorar,
Beratungsinstitution,Beratung,Institution,
Beratungskompetenz,Beratung,Kompetenz,15.0
Beratungskonzept,Beratung,Konzept,17.0
Beratungskosten,Beratung,Kosten,16.0
Beratungslehrer,Beratung,Lehrer,15.0
Beratungsleistung,Beratung,Leistung,15.0
Beratungsnetz,Beratung,Netz,18.0
Beratungsorgan,Beratung,Organ,17.0
Beratungsorganisation,Beratung,Organisation,19.0
Beratungspflicht,Beratung,Pflicht,19.0
Beratungsphase,Beratung,Phase,17.0
Beratungspraxis,Beratung,Praxis,16.0
Beratungsprojekt,Beratung,Projekt,17.0
Beratungsprozess,Beratung,Prozess,15.0
Beratungspunkt,Beratung,Punkt,19.0
Beratungsqualität,Beratung,Qualität,16.0
Beratungsraum,Beratung,Raum,16.0
Beratungsregelung,Beratung,Regelung,18.0
Beratungsresistenz,Beratung,Resistenz,
Beratungsschein,Beratung,Schein,16.0
Beratungsservice,Beratung,Service,16.0
Beratungssitzung,Beratung,Sitzung,
Beratungsstelle,Beratung,Stelle,10.0
Beratungsstunde,Beratung,Stunde,18.0
Beratungssystem,Beratung,System,17.0
Beratungstag,Beratung,Tag,18.0
Beratungsteam,Beratung,Team,15.0
Beratungstelefon,Beratung,Telefon,17.0
Beratungstermin,Beratung,Termin,13.0
Beratungstätigkeit,Beratung,Tätigkeit,15.0
Beratungsunterlage,Beratung,Unterlage,
Beratungsunternehmen,Beratung,Unternehmen,14.0
Beratungsverfahren,Beratung,Verfahren,
Beratungszeit,Beratung,Zeit,17.0
Beratungszentrum,Beratung,Zentrum,14.0
Beratungszimmer,Beratung,Zimmer,17.0
Berberaffe,Berber,Affe,
Berberitzengewächs,Berberitze,Gewächs,
Berberlöwe,Berber,Löwe,
Berbersprache,Berber,Sprache,
Berberstamm,Berber,Stamm,
Berbervolk,Berber,Volk,
Berechnungsart,Berechnung,Art,
Berechnungsbasis,Berechnung,Basis,
Berechnungsformel,Berechnung,Formel,17.0
Berechnungsgrundlage,Berechnung,Grundlage,14.0
Berechnungsingenieur,Berechnung,Ingenieur,
Berechnungsmethode,Berechnung,Methode,16.0
Berechnungsmodell,Berechnung,Modell,17.0
Berechnungssystem,Berechnung,System,19.0
Berechnungstabelle,Berechnung,Tabelle,19.0
Berechnungsverfahren,Berechnung,Verfahren,16.0
Berechnungsverordnung,Berechnung,Verordnung,19.0
Berechnungsweise,Berechnung,Weise,19.0
Berechnungszeitraum,Berechnung,Zeitraum,19.0
Berechtigungsausweis,Berechtigung,Ausweis,
Berechtigungsschein,Berechtigung,Schein,19.0
Beregnungsanlage,Beregnung,Anlage,
Bereicherungsabsicht,Bereicherung,Absicht,
Bereichsdirektor,Bereich,Direktor,
Bereichsleiter,Bereich,Leiter,15.0
Bereichsleitung,Bereich,Leitung,16.0
Bereichsname,Bereich,Name,
Bereichsvorstand,Bereich,Vorstand,
Bereitschaftsarzt,Bereitschaft,Arzt,19.0
Bereitschaftsbetrieb,Bereitschaft,Betrieb,19.0
Bereitschaftsdienst,Bereitschaft,Dienst,12.0
Bereitschaftserklärung,Bereitschaft,Erklärung,
Bereitschaftspolizei,Bereitschaft,Polizei,14.0
